DATE,UNRATE,UIBEN,PSAVE,CREDEBT,CPI,LABPART,EMPLVL,UNEMPLOY,NINLAB,CIVPART,POPTHM
1/1/1976,7.9,18.3,11.7,205.52079,0.18018018,61.3,87400,7534,59919,61.3,217172
2/1/1976,7.7,17.2,12.3,206.70929,0.35971223,61.3,87672,7326,60068,61.3,217315
3/1/1976,7.6,17.5,12.2,208.33857,0.17921147,61.3,87985,7230,60091,61.3,217455
4/1/1976,7.7,16.7,11.7,210.50006,0.357781753,61.6,88416,7330,59783,61.6,217607
5/1/1976,7.4,16,12.3,211.40742,0.713012478,61.5,88794,7053,59918,61.5,217773
6/1/1976,7.6,16.1,11.4,213.2401,0.530973451,61.5,88563,7322,60142,61.5,217948
7/1/1976,7.8,16.3,11.7,215.2727,0.528169014,61.8,89093,7490,59693,61.8,218134
8/1/1976,7.8,16.2,11.7,216.50986,0.525394046,61.8,89223,7518,59784,61.8,218337
9/1/1976,7.6,15.8,11.4,218.70878,0.348432056,61.6,89173,7380,60226,61.6,218542
10/1/1976,7.7,15.2,11.1,220.8671,0.520833333,61.6,89274,7430,60289,61.6,218739
11/1/1976,7.8,15.5,11.4,222.80491,0.172711572,61.9,89634,7620,59981,61.9,218920
12/1/1976,7.8,15.8,10.6,225.72159,0.344827586,61.8,89803,7545,60090,61.8,219093
1/1/1977,7.5,15.4,10.6,225.73315,0.515463918,61.6,89928,7280,60480,61.6,219262
2/1/1977,7.6,15.1,9.3,228.52821,1.025641026,61.9,90342,7443,60128,61.9,219424
3/1/1977,7.4,16,10.5,232.34827,0.676818951,62,90808,7307,60016,62,219594
4/1/1977,7.2,13.8,10.5,235.59405,0.840336134,62.1,91271,7059,60041,62.1,219772
5/1/1977,7,13.3,10.3,239.01809,0.5,62.2,91754,6911,59992,62.2,219953
6/1/1977,7.2,12.8,10.6,242.40858,0.663349917,62.4,91959,7134,59836,62.4,220143
7/1/1977,6.9,12,10.5,245.48106,0.494233937,62.1,92084,6829,60272,62.1,220349
8/1/1977,7,12.2,10.9,248.47453,0.327868852,62.3,92441,6925,60064,62.3,220573
9/1/1977,6.8,11.5,11.1,251.2618,0.326797386,62.3,92702,6751,60221,62.3,220796
10/1/1977,6.8,12,11,255.41564,0.325732899,62.4,93052,6763,60100,62.4,221007
11/1/1977,6.8,11.9,11.2,258.77291,0.487012987,62.8,93761,6815,59553,62.8,221206
12/1/1977,6.4,11.6,11.4,260.5627,0.323101777,62.7,94105,6386,59886,62.7,221390
1/1/1978,6.4,11.1,11.9,262.76532,0.644122383,62.8,94384,6489,59744,62.8,221553
2/1/1978,6.3,10.8,11.1,265.73802,0.64,62.7,94519,6318,59994,62.7,221711
3/1/1978,6.3,10.4,11,270.26281,0.79491256,62.8,94755,6337,59946,62.8,221892
4/1/1978,6.1,9.8,10.8,274.13698,0.788643533,63,95394,6180,59689,63,222084
5/1/1978,6,9.4,10.3,279.25657,0.938967136,63.1,95769,6127,59622,63.1,222278
6/1/1978,5.9,9,10,285.10077,1.085271318,63.3,96343,6028,59424,63.3,222482
7/1/1978,6.2,9.1,10.9,288.80554,0.766871166,63.2,96090,6309,59635,63.2,222697
8/1/1978,5.9,9.4,10.5,292.81311,0.456621005,63.2,96431,6080,59748,63.2,222933
9/1/1978,6,8.7,10.6,296.17942,0.757575758,63.3,96670,6125,59707,63.3,223168
10/1/1978,5.8,8.6,10.7,298.81249,0.902255639,63.3,97133,5947,59703,63.3,223383
11/1/1978,5.9,8.3,10.5,302.7302,0.44709389,63.5,97485,6077,59455,63.5,223585
12/1/1978,6,8.6,10.4,306.10039,0.445103858,63.6,97581,6228,59463,63.6,223781
1/1/1979,5.9,9.3,11.1,309.90309,0.886262925,63.6,97948,6109,59459,63.6,223973
2/1/1979,5.9,9.4,11.1,313.52378,1.171303075,63.8,98329,6173,59224,63.8,224150
3/1/1979,5.8,9.5,11.2,317.20074,1.013024602,63.8,98480,6109,59438,63.8,224333
4/1/1979,5.8,9.5,11,320.94487,1.146131805,63.5,98103,6069,59990,63.5,224529
5/1/1979,5.6,9.4,10.3,325.17739,1.274787535,63.3,98331,5840,60288,63.3,224734
6/1/1979,5.7,8.8,9.9,328.17274,1.118881119,63.5,98679,5959,60082,63.5,224948
7/1/1979,5.7,9.3,10.6,331.98999,1.106500692,63.6,99006,5996,59968,63.6,225174
8/1/1979,6,9.8,9.7,335.78546,0.957592339,63.6,98776,6320,60102,63.6,225419
9/1/1979,5.9,9.9,9.4,339.44975,1.08401084,63.8,99340,6190,59901,63.8,225662
10/1/1979,6,10.1,9.7,343.2513,0.804289544,63.7,99404,6296,60113,63.7,225893
11/1/1979,5.9,10.5,9.7,346.38941,0.930851064,63.7,99574,6238,60239,63.7,226120
12/1/1979,6,11.1,10.1,348.58911,1.054018445,63.9,99933,6325,60042,63.9,226339
1/1/1980,6.3,11.8,9.9,350.4757,1.434159061,64,99879,6683,59982,64,226554
2/1/1980,6.3,11.8,10.1,353.05623,1.413881748,64,99995,6702,60062,64,226753
3/1/1980,6.3,12.3,10.2,353.04211,1.520912548,63.7,99713,6729,60542,63.7,226955
4/1/1980,6.9,14.2,11.3,351.28721,1.123595506,63.8,99233,7358,60606,63.8,227156
5/1/1980,7.5,15.7,11.4,348.64454,0.987654321,63.9,98945,7984,60478,63.9,227387
6/1/1980,7.6,17.1,11.2,346.69696,1.100244499,63.7,98682,8098,60863,63.7,227624
7/1/1980,7.8,19.1,11.3,347.07137,0,63.8,98796,8363,60773,63.8,227840
8/1/1980,7.7,18.1,11.3,347.54601,0.725513906,63.7,98824,8281,60998,63.7,228070
9/1/1980,7.5,19.7,11.7,348.16314,0.840336134,63.6,99077,8021,61199,63.6,228302
10/1/1980,7.5,18.8,11.3,349.59772,0.952380952,63.7,99317,8088,61098,63.7,228515
11/1/1980,7.5,17.5,11.6,350.00449,0.825471698,63.8,99545,8023,61127,63.8,228696
12/1/1980,7.2,17.2,11.4,351.92005,0.935672515,63.6,99634,7718,61531,63.6,228858
1/1/1981,7.5,17,10.9,353.02932,0.811123986,63.9,99955,8071,61078,63.9,229004
2/1/1981,7.4,16.1,10.8,354.74499,1.034482759,63.9,100191,8051,61038,63.9,229148
3/1/1981,7.4,16.2,10.8,357.12713,0.682593857,64.1,100571,7982,60900,64.1,229314
4/1/1981,7.2,15.9,10.9,359.13287,0.677966102,64.2,101056,7869,60716,64.2,229489
5/1/1981,7.5,15.3,11,361.2328,0.785634119,64.3,101048,8174,60607,64.3,229668
6/1/1981,7.5,15.3,10.8,362.74346,0.890868597,63.7,100298,8098,61646,63.7,229864
7/1/1981,7.2,15,12.3,364.67773,1.103752759,63.8,100693,7863,61690,63.8,230077
8/1/1981,7.4,14.6,12,365.15446,0.76419214,63.8,100689,8036,61674,63.8,230300
9/1/1981,7.6,15.2,12.4,369.59574,0.975081257,63.5,100064,8230,62299,63.5,230527
10/1/1981,7.9,15.3,13,370.45671,0.214592275,63.8,100378,8646,61785,63.8,230732
11/1/1981,8.3,16.4,13.2,371.75991,0.321199143,63.9,100207,9029,61760,63.9,230906
12/1/1981,8.5,18.2,12.5,371.30144,0.320170758,63.6,99645,9267,62254,63.6,231073
1/1/1982,8.6,17.7,12.7,375.16736,0.319148936,63.7,99692,9397,62246,63.7,231235
2/1/1982,8.9,18.8,12.1,376.37707,0.318133616,63.8,99762,9705,62022,63.8,231392
3/1/1982,9,20.9,12.2,376.88541,-0.105708245,63.8,99672,9895,62100,63.8,231558
4/1/1982,9.3,23.1,12.9,378.63428,0.423280423,63.9,99576,10244,62024,63.9,231727
5/1/1982,9.4,23.9,12.3,380.4388,0.948366702,64.2,100116,10335,61575,64.2,231901
6/1/1982,9.6,24.7,12.3,381.98562,1.252609603,63.9,99543,10538,62109,63.9,232090
7/1/1982,9.8,25,12.5,382.4471,0.515463918,64,99493,10849,62022,64,232290
8/1/1982,9.8,25.5,12.6,382.86264,0.205128205,64.1,99633,10881,61997,64.1,232496
9/1/1982,10.1,27.8,11.8,384.35525,0.204708291,64.1,99504,11217,61969,64.1,232708
10/1/1982,10.4,31.7,11.3,384.96719,0.306435138,64.1,99215,11529,62137,64.1,232905
11/1/1982,10.8,32.2,10.9,386.76665,-0.203665988,64.2,99112,11938,62008,64.2,233077
12/1/1982,10.8,31.5,10.9,389.84874,-0.408163265,64.1,99032,12051,62116,64.1,233241
1/1/1983,10.4,29,11.1,391.82773,0.204918033,63.9,99161,11534,62659,63.9,233398
2/1/1983,10.4,30.2,11.1,392.36096,0.102249489,63.8,99089,11545,62871,63.8,233543
3/1/1983,10.3,31.6,10.6,395.58305,0,63.7,99179,11408,63069,63.7,233697
4/1/1983,10.2,30.6,10.3,398.42671,0.715015322,63.8,99560,11268,62966,63.8,233852
5/1/1983,10.1,34.3,9.9,399.95372,0.60851927,63.7,99642,11154,63157,63.7,234020
6/1/1983,10.1,31.4,9.1,404.8326,0.302419355,64.3,100633,11246,62246,64.3,234213
7/1/1983,9.4,24.8,9.6,409.47521,0.40201005,64.1,101208,10548,62550,64.1,234404
8/1/1983,9.5,24,9.2,413.99357,0.3003003,64.3,101608,10623,62209,64.3,234601
9/1/1983,9.2,21.2,9.6,417.82094,0.499001996,64.3,102016,10282,62304,64.3,234804
10/1/1983,8.8,19.4,9.7,423.773,0.297914598,64,102039,9887,62853,64,234993
11/1/1983,8.5,20.4,10.3,429.97738,0.198019802,64.1,102729,9499,62723,64.1,235157
12/1/1983,8.3,20,10.1,437.06886,0.098814229,64.1,102996,9331,62794,64.1,235310
1/1/1984,8,18.2,10,441.99113,0.592300099,63.9,103201,9008,63324,63.9,235456
2/1/1984,7.8,17.1,11.7,451.90703,0.490677134,64.1,103824,8791,63064,64.1,235601
3/1/1984,7.8,16.4,11.5,456.55016,0.1953125,64.1,103967,8746,63111,64.1,235757
4/1/1984,7.7,15.8,11.5,462.14122,0.487329435,64.3,104336,8762,62871,64.3,235916
5/1/1984,7.4,16.1,11.1,472.44428,0.290979631,64.5,105193,8456,62474,64.5,236077
6/1/1984,7.2,15.1,11.1,480.99454,0.290135397,64.6,105591,8226,62467,64.6,236254
7/1/1984,7.5,15,11.6,487.1488,0.385728062,64.6,105435,8537,62468,64.6,236449
8/1/1984,7.5,15.3,11.8,494.11763,0.384245917,64.4,105163,8519,62901,64.4,236655
9/1/1984,7.3,15.1,11.8,498.4964,0.4784689,64.4,105490,8367,62906,64.4,236868
10/1/1984,7.4,15.8,11.7,504.65866,0.285714286,64.4,105638,8381,62937,64.4,237068
11/1/1984,7.2,15.9,10.9,510.15408,0,64.5,105972,8198,62965,64.5,237238
12/1/1984,7.3,16,11.2,517.27898,0,64.6,106223,8358,62725,64.6,237392
1/1/1985,7.3,17,10.3,523.97936,0.189933523,64.7,106302,8423,62659,64.7,237535
2/1/1985,7.2,16.8,9.1,532.44843,0.473933649,64.7,106555,8321,62640,64.7,237667
3/1/1985,7.2,16.9,8.7,541.75718,0.377358491,64.9,106989,8339,62339,64.9,237816
4/1/1985,7.3,16.6,9.9,549.34871,0.469924812,64.9,106936,8395,62468,64.9,237987
5/1/1985,7.2,16.2,11.1,555.84205,0.374181478,64.8,106932,8302,62710,64.8,238172
6/1/1985,7.4,15,9.6,561.2066,0.279589935,64.6,106505,8460,63131,64.6,238368
7/1/1985,7.4,15.1,9.1,567.653,0.185873606,64.7,106807,8513,62943,64.7,238573
8/1/1985,7.1,14.8,8.2,573.29931,0.185528757,64.6,107095,8196,63114,64.6,238789
9/1/1985,7.1,15.1,7.3,582.14837,0.277777778,64.9,107657,8248,62667,64.9,239006
10/1/1985,7.1,15.7,9.1,588.30745,0.369344414,65,107847,8298,62625,65,239210
11/1/1985,7,15.4,9,594.47775,0.27598896,64.9,108007,8128,62805,64.9,239392
12/1/1985,7,15.8,8.6,599.71123,0.275229358,65,108216,8138,62758,65,239558
1/1/1986,6.7,15.7,8.6,605.70302,0.274473925,64.9,108887,7795,62988,64.9,239713
2/1/1986,7.2,15.5,9.3,610.67829,-0.273722628,65,108480,8402,62939,65,239858
3/1/1986,7.2,15.6,9.9,613.37662,-0.457456542,65.1,108837,8383,62765,65.1,240011
4/1/1986,7.1,16.3,9.7,619.65773,-0.183823529,65.1,108952,8364,62832,65.1,240183
5/1/1986,7.2,16.4,9.3,625.81996,0.276243094,65.2,109089,8439,62783,65.2,240365
6/1/1986,7.2,16.5,9.4,630.05583,0.550964187,65.4,109576,8508,62419,65.4,240555
7/1/1986,7,17,9.3,635.15095,0,65.4,109810,8319,62553,65.4,240753
8/1/1986,6.9,16.7,9,638.90439,0.182648402,65.3,110015,8135,62678,65.3,240961
9/1/1986,7,17.1,7.2,646.02316,0.455788514,65.4,110085,8310,62602,65.4,241171
10/1/1986,7,17,8.4,653.78729,0.090744102,65.4,110273,8243,62670,65.4,241371
11/1/1986,6.9,16.7,8.8,653.7673,0.090661831,65.4,110475,8159,62729,65.4,241544
12/1/1986,6.6,16.9,7,654.75024,0.09057971,65.3,110728,7883,62936,65.3,241702
1/1/1987,6.6,15.1,9.7,653.26748,0.633484163,65.4,110953,7892,62982,65.4,241857
2/1/1987,6.6,15.6,8.5,652.5323,0.35971223,65.5,111257,7865,62876,65.5,242005
3/1/1987,6.6,15.6,8.5,651.19767,0.448028674,65.5,111408,7862,62909,65.5,242166
4/1/1987,6.3,15.3,4.5,656.40142,0.535236396,65.4,111794,7542,63008,65.4,242338
5/1/1987,6.3,14.8,8.2,658.47003,0.354924579,65.7,112434,7574,62525,65.7,242516
6/1/1987,6.2,15.2,7.7,662.8975,0.353669319,65.5,112246,7398,63059,65.5,242706
7/1/1987,6.1,14.7,7.5,667.65979,0.264317181,65.6,112634,7268,62983,65.6,242908
8/1/1987,6,14.4,7.2,672.22514,0.527240773,65.7,113057,7261,62684,65.7,243118
9/1/1987,5.9,14.2,7.6,676.21116,0.524475524,65.5,112909,7102,63150,65.5,243335
10/1/1987,6,13.3,8.3,681.18446,0.260869565,65.7,113282,7227,62802,65.7,243543
11/1/1987,5.8,13.3,8.5,684.71004,0.086730269,65.7,113505,7035,62930,65.7,243724
12/1/1987,5.7,13.9,8.7,686.31877,0,65.7,113793,6936,62891,65.7,243895
1/1/1988,5.7,13.6,8.1,692.27095,0.259965338,65.8,114016,6953,62853,65.8,244056
2/1/1988,5.7,14,8.6,696.38729,0.259291271,65.9,114227,6929,62813,65.9,244205
3/1/1988,5.7,14.1,8.2,700.7012,0.431034483,65.7,114037,6876,63198,65.7,244362
4/1/1988,5.4,13,8.8,705.86805,0.515021459,65.8,114650,6601,62981,65.8,244528
5/1/1988,5.6,13.3,8.4,710.04585,0.341588386,65.7,114292,6779,63303,65.7,244708
6/1/1988,5.4,13.3,8.4,713.18919,0.425531915,65.8,114927,6546,63089,65.8,244914
7/1/1988,5.4,12.9,8.6,716.11302,0.423728814,65.9,115060,6605,63064,65.9,245131
8/1/1988,5.6,13.8,8.4,721.53558,0.421940928,66.1,115282,6843,62705,66.1,245352
9/1/1988,5.4,13.1,8.9,722.94769,0.672268908,65.9,115356,6604,63002,65.9,245579
10/1/1988,5.4,12.8,8.6,726.10533,0.333889816,66,115638,6568,62908,66,245789
11/1/1988,5.3,13.3,8.4,729.66007,0.083194676,66.2,116100,6537,62607,66.2,245970
12/1/1988,5.3,13,8.3,731.91776,0.166251039,66.1,116104,6518,62780,66.1,246140
1/1/1989,5.4,13.5,8.5,749.02308,0.497925311,66.5,116708,6682,62254,66.5,246301
2/1/1989,5.2,13.4,9,752.893,0.412881916,66.3,116776,6359,62642,66.3,246454
3/1/1989,5,13.7,9.5,760.01834,0.575657895,66.3,117022,6205,62670,66.3,246626
4/1/1989,5.2,13.6,8.4,764.71245,0.654129191,66.4,117097,6468,62459,66.4,246814
5/1/1989,5.2,13.8,8.1,769.2757,0.568643379,66.3,117099,6375,62707,66.3,247010
6/1/1989,5.3,13.8,8.2,773.22711,0.242326333,66.5,117418,6577,62334,66.5,247228
7/1/1989,5.2,14.4,8.2,776.26008,0.241740532,66.5,117472,6495,62516,66.5,247458
8/1/1989,5.2,14.8,7.6,778.8765,0.160771704,66.5,117655,6511,62432,66.5,247695
9/1/1989,5.3,14.7,8.1,781.82209,0.321027287,66.4,117354,6590,62782,66.4,247942
10/1/1989,5.3,15.6,8.5,785.54565,0.48,66.5,117581,6630,62660,66.5,248174
11/1/1989,5.4,15.8,8.6,790.29725,0.238853503,66.6,117912,6725,62380,66.6,248380
12/1/1989,5.4,15.8,7.8,794.61218,0.158856235,66.5,117830,6667,62668,66.5,248569
1/1/1990,5.4,16.8,8,797.71486,1.030927835,66.8,119081,6752,62580,66.8,248743
2/1/1990,5.3,16.4,8.6,798.77319,0.470957614,66.7,119059,6651,62806,66.7,248920
3/1/1990,5.2,16.1,8.3,798.74809,0.546875,66.7,119203,6598,62829,66.7,249146
4/1/1990,5.4,16.7,8.8,798.74701,0.155400155,66.6,118852,6797,63129,66.6,249436
5/1/1990,5.4,17.5,8.7,799.75103,0.232738557,66.6,119151,6742,63020,66.6,249707
6/1/1990,5.2,17.1,8.6,802.89274,0.541795666,66.4,118983,6590,63485,66.4,249990
7/1/1990,5.5,18.1,8.7,806.8875,0.38491147,66.5,118810,6922,63456,66.5,250285
8/1/1990,5.7,17.5,8.1,808.75857,0.920245399,66.5,118802,7188,63352,66.5,250595
9/1/1990,5.9,19,8.1,810.43623,0.835866261,66.4,118524,7368,63636,66.4,250904
10/1/1990,5.9,20.1,7.8,812.65511,0.602863602,66.4,118536,7459,63715,66.4,251201
11/1/1990,6.2,20.7,7.9,813.66266,0.224719101,66.4,118306,7764,63802,66.4,251486
12/1/1990,6.3,22.2,8.8,808.23057,0,66.4,118241,7901,63875,66.4,251758
1/1/1991,6.4,23.5,9.3,806.6005,0.597907324,66.2,117940,8015,64208,66.2,252012
2/1/1991,6.6,24.2,8.8,807.03043,0.14858841,66.2,117755,8265,64251,66.2,252253
3/1/1991,6.8,25.2,8,808.35183,0.148367953,66.3,117652,8586,64143,66.3,252507
4/1/1991,6.7,27.3,8.6,807.81895,0.148148148,66.4,118109,8439,63969,66.4,252778
5/1/1991,6.9,27.6,8.4,807.83216,0.295857988,66.2,117440,8736,64474,66.2,253060
6/1/1991,6.9,27.5,8.9,805.99466,0.294985251,66.2,117639,8692,64469,66.2,253350
7/1/1991,6.8,26.9,8.2,804.02756,0.147058824,66.1,117568,8586,64792,66.1,253650
8/1/1991,6.9,24.7,8.6,802.02192,0.293685756,66,117484,8666,64966,66,253966
